StageHistoryID,OpportunityID,StageNo,Stage,EnteredOn,ExitedOn,DaysInStage
STH-0119615,OPP-028731,1,1-Enquiry,2025-10-17 21:12:22,2025-10-20 09:47:11,2.52
STH-0119616,OPP-028731,7,7-Closed Lost,2025-10-20 09:47:11,,
STH-0119617,OPP-028732,1,1-Enquiry,2025-10-17 19:58:24,2025-10-25 22:36:28,8.11
STH-0119618,OPP-028732,7,7-Closed Lost,2025-10-25 22:36:28,,
STH-0119619,OPP-028733,1,1-Enquiry,2025-10-17 22:36:09,2025-10-27 11:37:49,9.54
STH-0119620,OPP-028733,2,2-Test Drive / Demo,2025-10-27 11:37:49,2025-11-02 23:38:21,6.5
STH-0119621,OPP-028733,3,3-Quotation,2025-11-02 23:38:21,2025-11-05 23:07:35,2.98
STH-0119622,OPP-028733,4,4-Negotiation,2025-11-05 23:07:35,2025-11-10 08:01:45,4.37
STH-0119623,OPP-028733,5,5-Booking / PO,2025-11-10 08:01:45,2025-11-25 23:58:04,15.66
STH-0119624,OPP-028733,6,6-Closed Won,2025-11-25 23:58:04,,
STH-0119625,OPP-028734,1,1-Enquiry,2025-10-19 03:54:09,2025-10-20 04:52:09,1.04
STH-0119626,OPP-028734,2,2-Test Drive / Demo,2025-10-20 04:52:09,2025-10-21 22:11:34,1.72
STH-0119627,OPP-028734,3,3-Quotation,2025-10-21 22:11:34,2025-10-25 01:12:46,3.13
STH-0119628,OPP-028734,7,7-Closed Lost,2025-10-25 01:12:46,,
STH-0119629,OPP-028735,1,1-Enquiry,2025-10-24 04:37:37,2025-10-25 05:50:10,1.05
STH-0119630,OPP-028735,2,2-Test Drive / Demo,2025-10-25 05:50:10,2025-10-26 14:48:20,1.37
STH-0119631,OPP-028735,3,3-Quotation,2025-10-26 14:48:20,2025-10-27 14:55:33,1.01
STH-0119632,OPP-028735,4,4-Negotiation,2025-10-27 14:55:33,2025-10-28 23:08:13,1.34
STH-0119633,OPP-028735,5,5-Booking / PO,2025-10-28 23:08:13,2025-11-22 02:01:54,24.12
STH-0119634,OPP-028735,6,6-Closed Won,2025-11-22 02:01:54,,
STH-0119635,OPP-028736,1,1-Enquiry,2025-10-20 15:10:43,2025-10-21 16:54:42,1.07
STH-0119636,OPP-028736,2,2-Test Drive / Demo,2025-10-21 16:54:42,2025-10-22 03:32:51,0.44
STH-0119637,OPP-028736,3,3-Quotation,2025-10-22 03:32:51,2025-10-25 11:16:21,3.32
STH-0119638,OPP-028736,4,4-Negotiation,2025-10-25 11:16:21,2025-11-12 15:29:27,18.18
STH-0119639,OPP-028736,5,5-Booking / PO,2025-11-12 15:29:27,2025-11-24 10:04:56,11.77
STH-0119640,OPP-028736,6,6-Closed Won,2025-11-24 10:04:56,,
STH-0119641,OPP-028737,1,1-Enquiry,2025-10-22 07:36:31,2025-10-25 06:54:37,2.97
STH-0119642,OPP-028737,2,2-Test Drive / Demo,2025-10-25 06:54:37,2025-11-02 11:42:43,8.2
STH-0119643,OPP-028737,3,3-Quotation,2025-11-02 11:42:43,2025-11-04 02:08:04,1.6
STH-0119644,OPP-028737,4,4-Negotiation,2025-11-04 02:08:04,2025-11-06 14:44:42,2.53
STH-0119645,OPP-028737,5,5-Booking / PO,2025-11-06 14:44:42,2025-12-11 13:00:00,34.93
STH-0119646,OPP-028737,6,6-Closed Won,2025-12-11 13:00:00,,
STH-0119647,OPP-028738,1,1-Enquiry,2025-10-21 00:09:18,2025-10-24 07:27:49,3.3
STH-0119648,OPP-028738,2,2-Test Drive / Demo,2025-10-24 07:27:49,2025-10-25 02:09:59,0.78
STH-0119649,OPP-028738,3,3-Quotation,2025-10-25 02:09:59,2025-10-26 02:15:46,1.0
STH-0119650,OPP-028738,4,4-Negotiation,2025-10-26 02:15:46,2025-10-28 23:14:29,2.87
STH-0119651,OPP-028738,5,5-Booking / PO,2025-10-28 23:14:29,2025-11-04 22:59:23,6.99
STH-0119652,OPP-028738,6,6-Closed Won,2025-11-04 22:59:23,,
STH-0119653,OPP-028739,1,1-Enquiry,2025-10-26 05:11:14,2025-11-07 06:47:19,12.07
STH-0119654,OPP-028739,2,2-Test Drive / Demo,2025-11-07 06:47:19,2025-11-11 00:05:53,3.72
STH-0119655,OPP-028739,3,3-Quotation,2025-11-11 00:05:53,2025-12-13 20:14:59,32.84
STH-0119656,OPP-028739,7,7-Closed Lost,2025-12-13 20:14:59,,
STH-0119657,OPP-028740,1,1-Enquiry,2025-10-19 23:29:20,2025-10-21 12:44:15,1.55
STH-0119658,OPP-028740,2,2-Test Drive / Demo,2025-10-21 12:44:15,2025-10-23 02:38:32,1.58
STH-0119659,OPP-028740,3,3-Quotation,2025-10-23 02:38:32,2025-10-25 18:57:56,2.68
STH-0119660,OPP-028740,4,4-Negotiation,2025-10-25 18:57:56,2025-10-26 02:51:57,0.33
STH-0119661,OPP-028740,5,5-Booking / PO,2025-10-26 02:51:57,2025-11-14 04:27:48,19.07
STH-0119662,OPP-028740,6,6-Closed Won,2025-11-14 04:27:48,,
STH-0119663,OPP-028741,1,1-Enquiry,2025-10-18 18:30:29,2025-10-19 09:26:27,0.62
STH-0119664,OPP-028741,2,2-Test Drive / Demo,2025-10-19 09:26:27,2025-10-25 01:59:23,5.69
STH-0119665,OPP-028741,3,3-Quotation,2025-10-25 01:59:23,2025-10-28 17:53:54,3.66
STH-0119666,OPP-028741,7,7-Closed Lost,2025-10-28 17:53:54,,
STH-0119667,OPP-028742,1,1-Enquiry,2025-10-24 04:18:35,2025-10-25 11:19:47,1.29
STH-0119668,OPP-028742,2,2-Test Drive / Demo,2025-10-25 11:19:47,2025-10-28 05:14:32,2.75
STH-0119669,OPP-028742,7,7-Closed Lost,2025-10-28 05:14:32,,
STH-0119670,OPP-028743,1,1-Enquiry,2025-10-23 09:20:52,2025-10-25 14:36:05,2.22
STH-0119671,OPP-028743,2,2-Test Drive / Demo,2025-10-25 14:36:05,2025-11-05 21:51:28,11.3
STH-0119672,OPP-028743,3,3-Quotation,2025-11-05 21:51:28,2025-11-13 04:51:49,7.29
STH-0119673,OPP-028743,4,4-Negotiation,2025-11-13 04:51:49,2025-11-16 02:32:38,2.9
STH-0119674,OPP-028743,5,5-Booking / PO,2025-11-16 02:32:38,2025-12-05 21:08:20,19.77
STH-0119675,OPP-028743,6,6-Closed Won,2025-12-05 21:08:20,,
STH-0119676,OPP-028744,1,1-Enquiry,2025-10-19 11:02:04,2025-10-23 05:15:23,3.76
STH-0119677,OPP-028744,2,2-Test Drive / Demo,2025-10-23 05:15:23,2025-10-25 23:30:11,2.76
STH-0119678,OPP-028744,3,3-Quotation,2025-10-25 23:30:11,2025-11-03 11:30:10,8.5
STH-0119679,OPP-028744,4,4-Negotiation,2025-11-03 11:30:10,2025-11-04 03:12:27,0.65
STH-0119680,OPP-028744,5,5-Booking / PO,2025-11-04 03:12:27,2025-11-17 01:27:42,12.93
STH-0119681,OPP-028744,6,6-Closed Won,2025-11-17 01:27:42,,
STH-0119682,OPP-028745,1,1-Enquiry,2025-10-19 08:36:49,2025-10-20 04:20:39,0.82
STH-0119683,OPP-028745,7,7-Closed Lost,2025-10-20 04:20:39,,
STH-0119684,OPP-028746,1,1-Enquiry,2025-10-20 10:49:21,2025-10-21 20:34:30,1.41
STH-0119685,OPP-028746,2,2-Test Drive / Demo,2025-10-21 20:34:30,2025-10-26 03:45:38,4.3
STH-0119686,OPP-028746,3,3-Quotation,2025-10-26 03:45:38,2025-10-27 08:11:34,1.18
STH-0119687,OPP-028746,7,7-Closed Lost,2025-10-27 08:11:34,,
STH-0119688,OPP-028747,1,1-Enquiry,2025-10-22 03:19:33,2025-10-25 05:54:19,3.11
STH-0119689,OPP-028747,2,2-Test Drive / Demo,2025-10-25 05:54:19,2025-10-28 10:25:24,3.19
STH-0119690,OPP-028747,3,3-Quotation,2025-10-28 10:25:24,2025-10-30 07:31:36,1.88
STH-0119691,OPP-028747,4,4-Negotiation,2025-10-30 07:31:36,2025-11-06 10:15:07,7.11
STH-0119692,OPP-028747,5,5-Booking / PO,2025-11-06 10:15:07,2025-12-10 09:12:58,33.96
STH-0119693,OPP-028747,6,6-Closed Won,2025-12-10 09:12:58,,
STH-0119694,OPP-028748,1,1-Enquiry,2025-10-22 07:15:45,2025-10-24 10:54:15,2.15
STH-0119695,OPP-028748,2,2-Test Drive / Demo,2025-10-24 10:54:15,2025-10-27 01:03:30,2.59
STH-0119696,OPP-028748,3,3-Quotation,2025-10-27 01:03:30,2025-10-28 03:04:10,1.08
STH-0119697,OPP-028748,7,7-Closed Lost,2025-10-28 03:04:10,,
STH-0119698,OPP-028749,1,1-Enquiry,2025-10-21 22:43:41,2025-10-26 15:35:39,4.7
STH-0119699,OPP-028749,2,2-Test Drive / Demo,2025-10-26 15:35:39,2025-10-27 20:05:04,1.19
STH-0119700,OPP-028749,3,3-Quotation,2025-10-27 20:05:04,2025-10-30 13:14:25,2.71
STH-0119701,OPP-028749,4,4-Negotiation,2025-10-30 13:14:25,2025-11-03 13:18:08,4.0
STH-0119702,OPP-028749,7,7-Closed Lost,2025-11-03 13:18:08,,
STH-0119703,OPP-028750,1,1-Enquiry,2025-10-23 04:47:21,2025-10-26 05:36:33,3.03
STH-0119704,OPP-028750,7,7-Closed Lost,2025-10-26 05:36:33,,
STH-0119705,OPP-028751,1,1-Enquiry,2025-10-18 17:22:23,2025-10-19 18:55:30,1.06
STH-0119706,OPP-028751,2,2-Test Drive / Demo,2025-10-19 18:55:30,2025-10-22 00:07:59,2.22
STH-0119707,OPP-028751,3,3-Quotation,2025-10-22 00:07:59,2025-10-26 20:19:16,4.84
STH-0119708,OPP-028751,7,7-Closed Lost,2025-10-26 20:19:16,,
STH-0119709,OPP-028752,1,1-Enquiry,2025-10-18 16:16:56,2025-10-21 05:58:49,2.57
STH-0119710,OPP-028752,2,2-Test Drive / Demo,2025-10-21 05:58:49,2025-10-24 05:01:29,2.96
STH-0119711,OPP-028752,3,3-Quotation,2025-10-24 05:01:29,,
STH-0119712,OPP-028753,1,1-Enquiry,2025-10-18 11:59:53,2025-10-21 01:14:22,2.55
STH-0119713,OPP-028753,7,7-Closed Lost,2025-10-21 01:14:22,,
STH-0119714,OPP-028754,1,1-Enquiry,2025-10-18 14:58:53,2025-10-21 18:14:52,3.14
STH-0119715,OPP-028754,2,2-Test Drive / Demo,2025-10-21 18:14:52,2025-10-23 13:44:38,1.81
STH-0119716,OPP-028754,3,3-Quotation,2025-10-23 13:44:38,2025-10-26 17:31:48,3.16
STH-0119717,OPP-028754,7,7-Closed Lost,2025-10-26 17:31:48,,
STH-0119718,OPP-028755,1,1-Enquiry,2025-10-19 17:49:08,2025-10-23 11:42:37,3.75
STH-0119719,OPP-028755,7,7-Closed Lost,2025-10-23 11:42:37,,
STH-0119720,OPP-028756,1,1-Enquiry,2025-11-03 03:36:46,2025-11-15 11:13:15,12.32
STH-0119721,OPP-028756,2,2-Test Drive / Demo,2025-11-15 11:13:15,2025-12-30 14:25:46,45.13
STH-0119722,OPP-028756,7,7-Closed Lost,2025-12-30 14:25:46,,
STH-0119723,OPP-028757,1,1-Enquiry,2025-10-18 17:20:47,2025-10-23 14:59:45,4.9
STH-0119724,OPP-028757,7,7-Closed Lost,2025-10-23 14:59:45,,
STH-0119725,OPP-028758,1,1-Enquiry,2025-10-19 05:59:16,2025-10-26 05:09:20,6.97
STH-0119726,OPP-028758,2,2-Test Drive / Demo,2025-10-26 05:09:20,2025-10-29 01:10:32,2.83
STH-0119727,OPP-028758,3,3-Quotation,2025-10-29 01:10:32,2025-11-03 10:13:36,5.38
STH-0119728,OPP-028758,4,4-Negotiation,2025-11-03 10:13:36,2025-11-09 19:21:48,6.38
STH-0119729,OPP-028758,7,7-Closed Lost,2025-11-09 19:21:48,,
STH-0119730,OPP-028759,1,1-Enquiry,2025-10-18 15:06:56,2025-10-21 04:37:59,2.56
STH-0119731,OPP-028759,2,2-Test Drive / Demo,2025-10-21 04:37:59,2025-10-22 13:52:34,1.39
STH-0119732,OPP-028759,3,3-Quotation,2025-10-22 13:52:34,,
STH-0119733,OPP-028760,1,1-Enquiry,2025-10-20 17:58:12,2025-10-23 11:23:50,2.73
STH-0119734,OPP-028760,7,7-Closed Lost,2025-10-23 11:23:50,,
STH-0119735,OPP-028761,1,1-Enquiry,2025-10-18 13:08:31,2025-10-20 05:44:36,1.69
STH-0119736,OPP-028761,2,2-Test Drive / Demo,2025-10-20 05:44:36,2025-10-24 13:53:59,4.34
STH-0119737,OPP-028761,3,3-Quotation,2025-10-24 13:53:59,2025-10-30 15:47:24,6.08
STH-0119738,OPP-028761,4,4-Negotiation,2025-10-30 15:47:24,2025-11-08 07:21:05,8.65
STH-0119739,OPP-028761,5,5-Booking / PO,2025-11-08 07:21:05,2025-11-30 10:33:53,22.13
STH-0119740,OPP-028761,6,6-Closed Won,2025-11-30 10:33:53,,
STH-0119741,OPP-028762,1,1-Enquiry,2025-10-23 09:38:53,2025-10-24 10:04:05,1.02
STH-0119742,OPP-028762,2,2-Test Drive / Demo,2025-10-24 10:04:05,2025-10-25 04:47:06,0.78
STH-0119743,OPP-028762,3,3-Quotation,2025-10-25 04:47:06,2025-10-28 17:22:28,3.52
STH-0119744,OPP-028762,4,4-Negotiation,2025-10-28 17:22:28,2025-11-08 10:08:57,10.7
STH-0119745,OPP-028762,7,7-Closed Lost,2025-11-08 10:08:57,,
STH-0119746,OPP-028763,1,1-Enquiry,2025-10-21 09:32:31,2025-10-21 23:28:28,0.58
STH-0119747,OPP-028763,2,2-Test Drive / Demo,2025-10-21 23:28:28,2025-10-24 16:01:17,2.69
STH-0119748,OPP-028763,3,3-Quotation,2025-10-24 16:01:17,2025-11-01 15:35:39,7.98
STH-0119749,OPP-028763,4,4-Negotiation,2025-11-01 15:35:39,2025-11-07 06:46:30,5.63
STH-0119750,OPP-028763,5,5-Booking / PO,2025-11-07 06:46:30,2025-12-26 01:07:47,48.76
STH-0119751,OPP-028763,6,6-Closed Won,2025-12-26 01:07:47,,
STH-0119752,OPP-028764,1,1-Enquiry,2025-10-18 19:05:48,2025-10-20 01:31:03,1.27
STH-0119753,OPP-028764,2,2-Test Drive / Demo,2025-10-20 01:31:03,2025-10-21 11:49:40,1.43
STH-0119754,OPP-028764,3,3-Quotation,2025-10-21 11:49:40,2025-10-26 11:26:36,4.98
STH-0119755,OPP-028764,4,4-Negotiation,2025-10-26 11:26:36,2025-10-26 16:01:08,0.19
STH-0119756,OPP-028764,5,5-Booking / PO,2025-10-26 16:01:08,2025-12-05 18:05:14,40.09
STH-0119757,OPP-028764,6,6-Closed Won,2025-12-05 18:05:14,,
STH-0119758,OPP-028765,1,1-Enquiry,2025-10-20 13:40:07,2025-10-21 09:40:51,0.83
STH-0119759,OPP-028765,2,2-Test Drive / Demo,2025-10-21 09:40:51,2025-10-25 02:10:24,3.69
STH-0119760,OPP-028765,7,7-Closed Lost,2025-10-25 02:10:24,,
STH-0119761,OPP-028766,1,1-Enquiry,2025-10-22 05:54:33,2025-10-29 00:57:29,6.79
STH-0119762,OPP-028766,2,2-Test Drive / Demo,2025-10-29 00:57:29,2025-11-04 20:39:03,6.82
STH-0119763,OPP-028766,3,3-Quotation,2025-11-04 20:39:03,2025-11-05 08:19:46,0.49
STH-0119764,OPP-028766,7,7-Closed Lost,2025-11-05 08:19:46,,
STH-0119765,OPP-028767,1,1-Enquiry,2025-10-18 19:51:23,2025-10-19 20:36:54,1.03
STH-0119766,OPP-028767,7,7-Closed Lost,2025-10-19 20:36:54,,
STH-0119767,OPP-028768,1,1-Enquiry,2025-10-18 22:38:26,2025-10-20 05:49:44,1.3
STH-0119768,OPP-028768,7,7-Closed Lost,2025-10-20 05:49:44,,
STH-0119769,OPP-028769,1,1-Enquiry,2025-10-21 16:41:03,2025-10-25 08:44:10,3.67
STH-0119770,OPP-028769,7,7-Closed Lost,2025-10-25 08:44:10,,
STH-0119771,OPP-028770,1,1-Enquiry,2025-10-18 20:30:45,2025-10-21 05:53:40,2.39
STH-0119772,OPP-028770,2,2-Test Drive / Demo,2025-10-21 05:53:40,2025-10-21 18:57:51,0.54
STH-0119773,OPP-028770,3,3-Quotation,2025-10-21 18:57:51,2025-10-24 15:14:49,2.85
STH-0119774,OPP-028770,4,4-Negotiation,2025-10-24 15:14:49,2025-10-27 09:13:10,2.75
STH-0119775,OPP-028770,5,5-Booking / PO,2025-10-27 09:13:10,2025-11-13 06:49:14,16.9
STH-0119776,OPP-028770,6,6-Closed Won,2025-11-13 06:49:14,,
STH-0119777,OPP-028771,1,1-Enquiry,2025-10-18 19:02:45,2025-10-23 06:41:50,4.49
STH-0119778,OPP-028771,7,7-Closed Lost,2025-10-23 06:41:50,,
STH-0119779,OPP-028772,1,1-Enquiry,2025-10-18 18:57:32,2025-10-22 03:15:06,3.35
STH-0119780,OPP-028772,7,7-Closed Lost,2025-10-22 03:15:06,,
STH-0119781,OPP-028773,1,1-Enquiry,2025-10-18 18:32:01,2025-10-26 09:28:02,7.62
STH-0119782,OPP-028773,2,2-Test Drive / Demo,2025-10-26 09:28:02,2025-10-30 03:25:31,3.75
STH-0119783,OPP-028773,3,3-Quotation,2025-10-30 03:25:31,2025-11-05 06:30:47,6.13
STH-0119784,OPP-028773,4,4-Negotiation,2025-11-05 06:30:47,2025-11-12 07:51:40,7.06
STH-0119785,OPP-028773,5,5-Booking / PO,2025-11-12 07:51:40,2025-11-20 04:30:57,7.86
STH-0119786,OPP-028773,6,6-Closed Won,2025-11-20 04:30:57,,
STH-0119787,OPP-028774,1,1-Enquiry,2025-10-22 11:06:34,2025-10-25 17:53:01,3.28
STH-0119788,OPP-028774,2,2-Test Drive / Demo,2025-10-25 17:53:01,2025-11-01 15:36:42,6.91
STH-0119789,OPP-028774,3,3-Quotation,2025-11-01 15:36:42,2025-11-24 18:03:28,23.1
STH-0119790,OPP-028774,4,4-Negotiation,2025-11-24 18:03:28,2025-12-29 09:48:26,34.66
STH-0119791,OPP-028774,5,5-Booking / PO,2025-12-29 09:48:26,2026-01-21 23:32:20,23.57
STH-0119792,OPP-028774,6,6-Closed Won,2026-01-21 23:32:20,,
STH-0119793,OPP-028775,1,1-Enquiry,2025-10-18 17:22:20,2025-10-24 00:18:09,5.29
STH-0119794,OPP-028775,2,2-Test Drive / Demo,2025-10-24 00:18:09,2025-10-27 12:34:48,3.51
STH-0119795,OPP-028775,7,7-Closed Lost,2025-10-27 12:34:48,,
STH-0119796,OPP-028776,1,1-Enquiry,2025-10-18 19:59:28,2025-10-21 10:36:26,2.61
STH-0119797,OPP-028776,2,2-Test Drive / Demo,2025-10-21 10:36:26,2025-10-23 21:16:23,2.44
STH-0119798,OPP-028776,3,3-Quotation,2025-10-23 21:16:23,2025-10-26 16:53:05,2.82
STH-0119799,OPP-028776,4,4-Negotiation,2025-10-26 16:53:05,2025-11-01 11:28:32,5.77
STH-0119800,OPP-028776,5,5-Booking / PO,2025-11-01 11:28:32,2025-11-14 22:59:56,13.48
STH-0119801,OPP-028776,6,6-Closed Won,2025-11-14 22:59:56,,
STH-0119802,OPP-028777,1,1-Enquiry,2025-10-19 02:07:58,2025-10-21 13:21:53,2.47
STH-0119803,OPP-028777,2,2-Test Drive / Demo,2025-10-21 13:21:53,2025-10-23 23:44:12,2.43
STH-0119804,OPP-028777,3,3-Quotation,2025-10-23 23:44:12,2025-10-27 09:16:35,3.4
STH-0119805,OPP-028777,4,4-Negotiation,2025-10-27 09:16:35,2025-11-02 01:10:55,5.66
STH-0119806,OPP-028777,7,7-Closed Lost,2025-11-02 01:10:55,,
STH-0119807,OPP-028778,1,1-Enquiry,2025-10-18 22:40:38,2025-10-21 09:17:04,2.44
STH-0119808,OPP-028778,2,2-Test Drive / Demo,2025-10-21 09:17:04,2025-10-28 23:47:31,7.6
STH-0119809,OPP-028778,3,3-Quotation,2025-10-28 23:47:31,2025-11-05 06:36:31,7.28
STH-0119810,OPP-028778,4,4-Negotiation,2025-11-05 06:36:31,2025-11-09 12:07:48,4.23
STH-0119811,OPP-028778,5,5-Booking / PO,2025-11-09 12:07:48,2025-11-27 00:19:26,17.51
STH-0119812,OPP-028778,6,6-Closed Won,2025-11-27 00:19:26,,
STH-0119813,OPP-028779,1,1-Enquiry,2025-10-25 04:39:38,2025-11-04 14:56:59,10.43
STH-0119814,OPP-028779,2,2-Test Drive / Demo,2025-11-04 14:56:59,2025-11-17 23:14:45,13.35
STH-0119815,OPP-028779,3,3-Quotation,2025-11-17 23:14:45,2025-11-21 10:52:04,3.48
STH-0119816,OPP-028779,4,4-Negotiation,2025-11-21 10:52:04,2025-12-25 11:06:44,34.01
STH-0119817,OPP-028779,7,7-Closed Lost,2025-12-25 11:06:44,,
STH-0119818,OPP-028780,1,1-Enquiry,2025-10-22 20:56:11,2025-10-23 18:53:48,0.92
STH-0119819,OPP-028780,2,2-Test Drive / Demo,2025-10-23 18:53:48,2025-10-26 03:23:51,2.35
STH-0119820,OPP-028780,3,3-Quotation,2025-10-26 03:23:51,2025-10-30 19:01:45,4.65
STH-0119821,OPP-028780,4,4-Negotiation,2025-10-30 19:01:45,2025-11-01 08:54:01,1.58
STH-0119822,OPP-028780,5,5-Booking / PO,2025-11-01 08:54:01,2025-11-10 00:26:33,8.65
STH-0119823,OPP-028780,6,6-Closed Won,2025-11-10 00:26:33,,
STH-0119824,OPP-028781,1,1-Enquiry,2025-10-24 16:59:31,2025-10-25 02:07:24,0.38
STH-0119825,OPP-028781,2,2-Test Drive / Demo,2025-10-25 02:07:24,2025-10-26 06:39:35,1.19
STH-0119826,OPP-028781,7,7-Closed Lost,2025-10-26 06:39:35,,
STH-0119827,OPP-028782,1,1-Enquiry,2025-10-22 06:37:22,2025-10-26 03:24:49,3.87
STH-0119828,OPP-028782,7,7-Closed Lost,2025-10-26 03:24:49,,
STH-0119829,OPP-028783,1,1-Enquiry,2025-10-18 17:45:13,2025-10-19 09:25:48,0.65
STH-0119830,OPP-028783,2,2-Test Drive / Demo,2025-10-19 09:25:48,2025-10-22 17:02:15,3.32
STH-0119831,OPP-028783,3,3-Quotation,2025-10-22 17:02:15,2025-10-26 05:22:57,3.51
STH-0119832,OPP-028783,4,4-Negotiation,2025-10-26 05:22:57,2025-11-02 20:09:00,7.62
STH-0119833,OPP-028783,5,5-Booking / PO,2025-11-02 20:09:00,2025-12-02 05:10:40,29.38
STH-0119834,OPP-028783,6,6-Closed Won,2025-12-02 05:10:40,,
STH-0119835,OPP-028784,1,1-Enquiry,2025-10-18 22:04:45,,
STH-0119836,OPP-028785,1,1-Enquiry,2025-10-20 12:15:43,2025-10-20 22:41:06,0.43
STH-0119837,OPP-028785,2,2-Test Drive / Demo,2025-10-20 22:41:06,2025-10-25 07:37:52,4.37
STH-0119838,OPP-028785,3,3-Quotation,2025-10-25 07:37:52,2025-10-28 03:13:47,2.82
STH-0119839,OPP-028785,4,4-Negotiation,2025-10-28 03:13:47,2025-10-31 18:17:46,3.63
STH-0119840,OPP-028785,5,5-Booking / PO,2025-10-31 18:17:46,2025-11-12 13:34:23,11.8
STH-0119841,OPP-028785,6,6-Closed Won,2025-11-12 13:34:23,,
STH-0119842,OPP-028786,1,1-Enquiry,2025-10-23 19:10:47,2025-10-29 20:36:47,6.06
STH-0119843,OPP-028786,2,2-Test Drive / Demo,2025-10-29 20:36:47,2025-11-03 15:34:39,4.79
STH-0119844,OPP-028786,3,3-Quotation,2025-11-03 15:34:39,2025-11-09 08:33:17,5.71
STH-0119845,OPP-028786,4,4-Negotiation,2025-11-09 08:33:17,2025-11-11 20:39:54,2.5
STH-0119846,OPP-028786,5,5-Booking / PO,2025-11-11 20:39:54,2025-11-21 21:38:26,10.04
STH-0119847,OPP-028786,6,6-Closed Won,2025-11-21 21:38:26,,
STH-0119848,OPP-028787,1,1-Enquiry,2025-10-20 04:13:32,2025-10-22 08:38:12,2.18
STH-0119849,OPP-028787,2,2-Test Drive / Demo,2025-10-22 08:38:12,,
STH-0119850,OPP-028788,1,1-Enquiry,2025-10-22 23:53:32,2025-10-24 15:28:30,1.65
STH-0119851,OPP-028788,2,2-Test Drive / Demo,2025-10-24 15:28:30,2025-10-27 21:36:15,3.26
STH-0119852,OPP-028788,3,3-Quotation,2025-10-27 21:36:15,2025-10-28 18:12:56,0.86
STH-0119853,OPP-028788,4,4-Negotiation,2025-10-28 18:12:56,2025-11-01 00:52:45,3.28
STH-0119854,OPP-028788,5,5-Booking / PO,2025-11-01 00:52:45,2025-12-05 09:55:31,34.38
STH-0119855,OPP-028788,6,6-Closed Won,2025-12-05 09:55:31,,
STH-0119856,OPP-028789,1,1-Enquiry,2025-10-22 14:30:56,2025-10-26 15:26:35,4.04
STH-0119857,OPP-028789,2,2-Test Drive / Demo,2025-10-26 15:26:35,2025-10-29 03:35:51,2.51
STH-0119858,OPP-028789,3,3-Quotation,2025-10-29 03:35:51,2025-10-31 00:42:36,1.88
STH-0119859,OPP-028789,4,4-Negotiation,2025-10-31 00:42:36,2025-10-31 10:17:49,0.4
STH-0119860,OPP-028789,5,5-Booking / PO,2025-10-31 10:17:49,2025-11-24 17:14:19,24.29
STH-0119861,OPP-028789,7,7-Closed Lost,2025-11-24 17:14:19,,
STH-0119862,OPP-028790,1,1-Enquiry,2025-10-23 08:00:26,2025-11-05 19:57:13,13.5
STH-0119863,OPP-028790,2,2-Test Drive / Demo,2025-11-05 19:57:13,2025-11-14 22:27:31,9.1
STH-0119864,OPP-028790,7,7-Closed Lost,2025-11-14 22:27:31,,
STH-0119865,OPP-028791,1,1-Enquiry,2025-10-23 19:52:14,2025-10-29 02:58:20,5.3
STH-0119866,OPP-028791,2,2-Test Drive / Demo,2025-10-29 02:58:20,2025-10-31 18:06:26,2.63
STH-0119867,OPP-028791,7,7-Closed Lost,2025-10-31 18:06:26,,
STH-0119868,OPP-028792,1,1-Enquiry,2025-10-22 09:03:49,2025-10-25 22:29:24,3.56
STH-0119869,OPP-028792,2,2-Test Drive / Demo,2025-10-25 22:29:24,2025-10-29 06:20:25,3.33
STH-0119870,OPP-028792,3,3-Quotation,2025-10-29 06:20:25,2025-10-31 20:04:08,2.57
STH-0119871,OPP-028792,4,4-Negotiation,2025-10-31 20:04:08,2025-11-01 17:46:58,0.9
STH-0119872,OPP-028792,7,7-Closed Lost,2025-11-01 17:46:58,,
STH-0119873,OPP-028793,1,1-Enquiry,2025-10-21 21:31:58,2025-10-25 21:33:46,4.0
STH-0119874,OPP-028793,7,7-Closed Lost,2025-10-25 21:33:46,,
STH-0119875,OPP-028794,1,1-Enquiry,2025-10-23 00:18:06,2025-10-24 17:33:09,1.72
STH-0119876,OPP-028794,2,2-Test Drive / Demo,2025-10-24 17:33:09,2025-10-27 12:55:12,2.81
STH-0119877,OPP-028794,3,3-Quotation,2025-10-27 12:55:12,2025-11-05 02:10:23,8.55
STH-0119878,OPP-028794,4,4-Negotiation,2025-11-05 02:10:23,2025-11-12 08:11:40,7.25
STH-0119879,OPP-028794,5,5-Booking / PO,2025-11-12 08:11:40,2025-11-22 04:55:16,9.86
STH-0119880,OPP-028794,6,6-Closed Won,2025-11-22 04:55:16,,
STH-0119881,OPP-028795,1,1-Enquiry,2025-10-21 03:50:14,2025-10-25 13:59:11,4.42
STH-0119882,OPP-028795,7,7-Closed Lost,2025-10-25 13:59:11,,
STH-0119883,OPP-028796,1,1-Enquiry,2025-10-22 03:19:17,2025-10-24 19:39:27,2.68
STH-0119884,OPP-028796,2,2-Test Drive / Demo,2025-10-24 19:39:27,2025-10-26 11:59:20,1.68
STH-0119885,OPP-028796,3,3-Quotation,2025-10-26 11:59:20,2025-10-31 18:00:36,5.25
STH-0119886,OPP-028796,4,4-Negotiation,2025-10-31 18:00:36,2025-11-02 16:07:43,1.92
