SnapshotDate,OutletID,Channel,StageNo,Stage,OpenDeals,OpenUnits,OpenValueINR,StaleDeals,OverdueDeals
2025-12-16,OUT08,Corporate & Fleet,1,1-Enquiry,56,312,319548576,17,15
2025-12-16,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,67,460,479524322,16,16
2025-12-16,OUT08,Corporate & Fleet,3,3-Quotation,49,342,422583285,12,13
2025-12-16,OUT08,Corporate & Fleet,4,4-Negotiation,55,333,379243178,11,11
2025-12-16,OUT08,Corporate & Fleet,5,5-Booking / PO,50,316,355527091,0,29
2025-12-17,OUT01,Retail,1,1-Enquiry,51,51,49648953,37,37
2025-12-17,OUT01,Retail,2,2-Test Drive / Demo,45,43,45936009,32,33
2025-12-17,OUT01,Retail,3,3-Quotation,59,61,55663184,31,31
2025-12-17,OUT01,Retail,4,4-Negotiation,33,31,28218487,17,17
2025-12-17,OUT01,Retail,5,5-Booking / PO,48,49,49740900,0,22
2025-12-17,OUT02,Retail,1,1-Enquiry,60,61,58523292,37,39
2025-12-17,OUT02,Retail,2,2-Test Drive / Demo,36,36,35762883,28,28
2025-12-17,OUT02,Retail,3,3-Quotation,41,41,42174895,26,27
2025-12-17,OUT02,Retail,4,4-Negotiation,39,40,38813028,23,23
2025-12-17,OUT02,Retail,5,5-Booking / PO,47,48,47241093,0,21
2025-12-17,OUT03,Retail,1,1-Enquiry,54,56,52029195,31,31
2025-12-17,OUT03,Retail,2,2-Test Drive / Demo,52,52,48737812,36,36
2025-12-17,OUT03,Retail,3,3-Quotation,37,37,39226998,21,21
2025-12-17,OUT03,Retail,4,4-Negotiation,49,50,47431087,27,30
2025-12-17,OUT03,Retail,5,5-Booking / PO,38,39,38770947,0,20
2025-12-17,OUT04,Retail,1,1-Enquiry,41,44,38753804,34,34
2025-12-17,OUT04,Retail,2,2-Test Drive / Demo,50,54,52562664,33,33
2025-12-17,OUT04,Retail,3,3-Quotation,47,46,42295923,27,27
2025-12-17,OUT04,Retail,4,4-Negotiation,35,35,34833800,23,23
2025-12-17,OUT04,Retail,5,5-Booking / PO,49,48,46121600,0,22
2025-12-17,OUT05,Retail,1,1-Enquiry,35,36,35099316,26,26
2025-12-17,OUT05,Retail,2,2-Test Drive / Demo,25,26,25208471,15,15
2025-12-17,OUT05,Retail,3,3-Quotation,41,41,34789536,26,27
2025-12-17,OUT05,Retail,4,4-Negotiation,33,34,34656319,21,21
2025-12-17,OUT05,Retail,5,5-Booking / PO,30,32,31144102,0,18
2025-12-17,OUT06,Retail,1,1-Enquiry,32,33,32610863,26,26
2025-12-17,OUT06,Retail,2,2-Test Drive / Demo,23,23,20636081,15,16
2025-12-17,OUT06,Retail,3,3-Quotation,37,38,34198429,20,21
2025-12-17,OUT06,Retail,4,4-Negotiation,25,24,25644189,13,15
2025-12-17,OUT06,Retail,5,5-Booking / PO,20,19,17721830,0,4
2025-12-17,OUT07,Retail,1,1-Enquiry,39,39,37175519,29,29
2025-12-17,OUT07,Retail,2,2-Test Drive / Demo,37,36,34155782,26,27
2025-12-17,OUT07,Retail,3,3-Quotation,27,27,28997371,14,14
2025-12-17,OUT07,Retail,4,4-Negotiation,20,21,22866366,15,16
2025-12-17,OUT07,Retail,5,5-Booking / PO,33,32,34554431,0,12
2025-12-17,OUT08,Corporate & Fleet,1,1-Enquiry,56,314,325693741,17,15
2025-12-17,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,69,472,492198982,16,16
2025-12-17,OUT08,Corporate & Fleet,3,3-Quotation,48,337,419140508,12,13
2025-12-17,OUT08,Corporate & Fleet,4,4-Negotiation,58,346,392722852,11,11
2025-12-17,OUT08,Corporate & Fleet,5,5-Booking / PO,49,294,326842249,0,28
2025-12-18,OUT01,Retail,1,1-Enquiry,53,54,53356084,37,37
2025-12-18,OUT01,Retail,2,2-Test Drive / Demo,45,42,46756800,32,33
2025-12-18,OUT01,Retail,3,3-Quotation,59,61,54804542,31,31
2025-12-18,OUT01,Retail,4,4-Negotiation,32,30,28145156,17,17
2025-12-18,OUT01,Retail,5,5-Booking / PO,49,50,48087970,0,23
2025-12-18,OUT02,Retail,1,1-Enquiry,58,59,55140011,37,39
2025-12-18,OUT02,Retail,2,2-Test Drive / Demo,40,40,38232096,28,28
2025-12-18,OUT02,Retail,3,3-Quotation,39,39,38739810,26,27
2025-12-18,OUT02,Retail,4,4-Negotiation,40,40,39692471,23,23
2025-12-18,OUT02,Retail,5,5-Booking / PO,47,48,48098024,0,22
2025-12-18,OUT03,Retail,1,1-Enquiry,49,51,45966742,31,31
2025-12-18,OUT03,Retail,2,2-Test Drive / Demo,54,55,50589593,36,36
2025-12-18,OUT03,Retail,3,3-Quotation,39,38,40431031,21,21
2025-12-18,OUT03,Retail,4,4-Negotiation,46,47,45203487,27,29
2025-12-18,OUT03,Retail,5,5-Booking / PO,41,42,41985769,0,22
2025-12-18,OUT04,Retail,1,1-Enquiry,44,47,41716660,34,34
2025-12-18,OUT04,Retail,2,2-Test Drive / Demo,51,55,53782045,33,33
2025-12-18,OUT04,Retail,3,3-Quotation,44,43,39501497,27,27
2025-12-18,OUT04,Retail,4,4-Negotiation,37,37,36899457,23,23
2025-12-18,OUT04,Retail,5,5-Booking / PO,46,46,44126903,0,24
2025-12-18,OUT05,Retail,1,1-Enquiry,33,35,34083323,26,26
2025-12-18,OUT05,Retail,2,2-Test Drive / Demo,24,25,22180694,15,15
2025-12-18,OUT05,Retail,3,3-Quotation,42,42,37847401,26,27
2025-12-18,OUT05,Retail,4,4-Negotiation,34,35,35616101,21,21
2025-12-18,OUT05,Retail,5,5-Booking / PO,28,29,27661080,0,18
2025-12-18,OUT06,Retail,1,1-Enquiry,29,30,27234749,26,26
2025-12-18,OUT06,Retail,2,2-Test Drive / Demo,26,26,26576027,15,16
2025-12-18,OUT06,Retail,3,3-Quotation,37,38,33817710,20,21
2025-12-18,OUT06,Retail,4,4-Negotiation,22,21,22300621,13,15
2025-12-18,OUT06,Retail,5,5-Booking / PO,21,20,19457481,0,7
2025-12-18,OUT07,Retail,1,1-Enquiry,36,36,35293627,29,29
2025-12-18,OUT07,Retail,2,2-Test Drive / Demo,39,38,35640049,27,27
2025-12-18,OUT07,Retail,3,3-Quotation,29,29,30725792,14,14
2025-12-18,OUT07,Retail,4,4-Negotiation,19,20,22460536,15,15
2025-12-18,OUT07,Retail,5,5-Booking / PO,35,34,36165448,0,14
2025-12-18,OUT08,Corporate & Fleet,1,1-Enquiry,58,329,342086231,17,15
2025-12-18,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,67,449,467920692,16,16
2025-12-18,OUT08,Corporate & Fleet,3,3-Quotation,47,347,426404798,12,13
2025-12-18,OUT08,Corporate & Fleet,4,4-Negotiation,58,336,385410061,11,12
2025-12-18,OUT08,Corporate & Fleet,5,5-Booking / PO,49,294,326842249,0,28
2025-12-19,OUT01,Retail,1,1-Enquiry,58,59,59312283,37,37
2025-12-19,OUT01,Retail,2,2-Test Drive / Demo,45,42,47251398,32,33
2025-12-19,OUT01,Retail,3,3-Quotation,53,54,48455635,31,31
2025-12-19,OUT01,Retail,4,4-Negotiation,36,35,31500592,17,17
2025-12-19,OUT01,Retail,5,5-Booking / PO,49,50,48590999,0,24
2025-12-19,OUT02,Retail,1,1-Enquiry,57,58,52215159,37,40
2025-12-19,OUT02,Retail,2,2-Test Drive / Demo,41,41,39175856,28,28
2025-12-19,OUT02,Retail,3,3-Quotation,39,39,38974735,26,27
2025-12-19,OUT02,Retail,4,4-Negotiation,40,40,38717867,23,23
2025-12-19,OUT02,Retail,5,5-Booking / PO,48,49,50063652,0,21
2025-12-19,OUT03,Retail,1,1-Enquiry,46,48,44779543,31,32
2025-12-19,OUT03,Retail,2,2-Test Drive / Demo,56,57,52591026,36,36
2025-12-19,OUT03,Retail,3,3-Quotation,39,38,38180677,21,21
2025-12-19,OUT03,Retail,4,4-Negotiation,47,48,47529363,27,30
2025-12-19,OUT03,Retail,5,5-Booking / PO,40,41,38522977,0,21
2025-12-19,OUT04,Retail,1,1-Enquiry,46,49,42348673,34,34
2025-12-19,OUT04,Retail,2,2-Test Drive / Demo,53,57,55394838,33,33
2025-12-19,OUT04,Retail,3,3-Quotation,41,41,37655658,27,27
2025-12-19,OUT04,Retail,4,4-Negotiation,38,37,37495297,23,23
2025-12-19,OUT04,Retail,5,5-Booking / PO,47,46,44748141,0,22
2025-12-19,OUT05,Retail,1,1-Enquiry,35,37,37280318,26,26
2025-12-19,OUT05,Retail,2,2-Test Drive / Demo,23,24,20535578,15,15
2025-12-19,OUT05,Retail,3,3-Quotation,41,41,36443430,26,27
2025-12-19,OUT05,Retail,4,4-Negotiation,37,38,39064003,21,21
2025-12-19,OUT05,Retail,5,5-Booking / PO,27,28,26668999,0,18
2025-12-19,OUT06,Retail,1,1-Enquiry,30,31,28358753,26,26
2025-12-19,OUT06,Retail,2,2-Test Drive / Demo,26,26,26262825,15,16
2025-12-19,OUT06,Retail,3,3-Quotation,34,35,30823200,20,21
2025-12-19,OUT06,Retail,4,4-Negotiation,24,23,24332359,13,15
2025-12-19,OUT06,Retail,5,5-Booking / PO,20,19,18740424,0,8
2025-12-19,OUT07,Retail,1,1-Enquiry,33,33,32017879,29,29
2025-12-19,OUT07,Retail,2,2-Test Drive / Demo,37,36,35111592,27,27
2025-12-19,OUT07,Retail,3,3-Quotation,27,27,28710456,14,14
2025-12-19,OUT07,Retail,4,4-Negotiation,22,23,24786444,15,15
2025-12-19,OUT07,Retail,5,5-Booking / PO,34,33,36901455,0,14
2025-12-19,OUT08,Corporate & Fleet,1,1-Enquiry,60,319,327249218,17,16
2025-12-19,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,71,477,501263775,17,16
2025-12-19,OUT08,Corporate & Fleet,3,3-Quotation,48,352,426041170,12,13
2025-12-19,OUT08,Corporate & Fleet,4,4-Negotiation,56,334,382523607,11,12
2025-12-19,OUT08,Corporate & Fleet,5,5-Booking / PO,50,295,327977057,0,29
2025-12-20,OUT01,Retail,1,1-Enquiry,54,55,54803366,37,37
2025-12-20,OUT01,Retail,2,2-Test Drive / Demo,47,45,49527680,32,33
2025-12-20,OUT01,Retail,3,3-Quotation,55,55,52605615,31,31
2025-12-20,OUT01,Retail,4,4-Negotiation,38,38,33070485,17,17
2025-12-20,OUT01,Retail,5,5-Booking / PO,47,47,45876575,0,23
2025-12-20,OUT02,Retail,1,1-Enquiry,56,58,52503753,37,40
2025-12-20,OUT02,Retail,2,2-Test Drive / Demo,41,41,38254024,28,28
2025-12-20,OUT02,Retail,3,3-Quotation,36,36,34829485,26,27
2025-12-20,OUT02,Retail,4,4-Negotiation,40,40,40665584,23,23
2025-12-20,OUT02,Retail,5,5-Booking / PO,48,48,48780144,0,23
2025-12-20,OUT03,Retail,1,1-Enquiry,42,44,39644351,31,32
2025-12-20,OUT03,Retail,2,2-Test Drive / Demo,57,58,54676713,36,36
2025-12-20,OUT03,Retail,3,3-Quotation,39,39,38637151,21,21
2025-12-20,OUT03,Retail,4,4-Negotiation,48,49,48349789,27,30
2025-12-20,OUT03,Retail,5,5-Booking / PO,42,43,41245882,0,21
2025-12-20,OUT04,Retail,1,1-Enquiry,42,45,40180192,34,34
2025-12-20,OUT04,Retail,2,2-Test Drive / Demo,56,60,56910192,33,33
2025-12-20,OUT04,Retail,3,3-Quotation,40,40,38088519,27,27
2025-12-20,OUT04,Retail,4,4-Negotiation,37,36,36057718,23,23
2025-12-20,OUT04,Retail,5,5-Booking / PO,47,46,43980595,0,22
2025-12-20,OUT05,Retail,1,1-Enquiry,35,37,34979479,26,26
2025-12-20,OUT05,Retail,2,2-Test Drive / Demo,25,26,24377520,15,15
2025-12-20,OUT05,Retail,3,3-Quotation,39,39,34058476,26,27
2025-12-20,OUT05,Retail,4,4-Negotiation,34,35,35386092,21,21
2025-12-20,OUT05,Retail,5,5-Booking / PO,32,33,31986008,0,19
2025-12-20,OUT06,Retail,1,1-Enquiry,35,36,33097780,26,26
2025-12-20,OUT06,Retail,2,2-Test Drive / Demo,22,22,21337151,15,16
2025-12-20,OUT06,Retail,3,3-Quotation,36,37,33904267,20,21
2025-12-20,OUT06,Retail,4,4-Negotiation,23,22,23815583,13,15
2025-12-20,OUT06,Retail,5,5-Booking / PO,19,19,18220698,0,7
2025-12-20,OUT07,Retail,1,1-Enquiry,41,41,40749984,29,29
2025-12-20,OUT07,Retail,2,2-Test Drive / Demo,36,35,34458764,27,27
2025-12-20,OUT07,Retail,3,3-Quotation,25,25,26275475,14,14
2025-12-20,OUT07,Retail,4,4-Negotiation,24,25,26563247,15,15
2025-12-20,OUT07,Retail,5,5-Booking / PO,33,32,35883024,0,15
2025-12-20,OUT08,Corporate & Fleet,1,1-Enquiry,57,312,321393220,17,16
2025-12-20,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,73,484,512950124,17,16
2025-12-20,OUT08,Corporate & Fleet,3,3-Quotation,47,349,417685062,12,13
2025-12-20,OUT08,Corporate & Fleet,4,4-Negotiation,59,345,396572164,11,12
2025-12-20,OUT08,Corporate & Fleet,5,5-Booking / PO,48,292,325588236,0,29
2025-12-21,OUT01,Retail,1,1-Enquiry,55,55,52120418,37,37
2025-12-21,OUT01,Retail,2,2-Test Drive / Demo,51,49,53840779,32,33
2025-12-21,OUT01,Retail,3,3-Quotation,45,45,43995889,31,32
2025-12-21,OUT01,Retail,4,4-Negotiation,39,39,32526833,17,17
2025-12-21,OUT01,Retail,5,5-Booking / PO,44,44,43038009,0,19
2025-12-21,OUT02,Retail,1,1-Enquiry,57,59,53961614,38,40
2025-12-21,OUT02,Retail,2,2-Test Drive / Demo,45,45,42591666,28,28
2025-12-21,OUT02,Retail,3,3-Quotation,35,35,33541546,26,28
2025-12-21,OUT02,Retail,4,4-Negotiation,38,38,38949302,23,23
2025-12-21,OUT02,Retail,5,5-Booking / PO,47,47,47954313,0,26
2025-12-21,OUT03,Retail,1,1-Enquiry,49,51,45691199,31,32
2025-12-21,OUT03,Retail,2,2-Test Drive / Demo,54,55,52461224,36,36
2025-12-21,OUT03,Retail,3,3-Quotation,37,37,36301763,21,21
2025-12-21,OUT03,Retail,4,4-Negotiation,45,46,46491996,27,29
2025-12-21,OUT03,Retail,5,5-Booking / PO,45,46,44148814,0,20
2025-12-21,OUT04,Retail,1,1-Enquiry,43,46,41568327,34,34
2025-12-21,OUT04,Retail,2,2-Test Drive / Demo,54,58,55270696,33,33
2025-12-21,OUT04,Retail,3,3-Quotation,38,38,35023286,27,27
2025-12-21,OUT04,Retail,4,4-Negotiation,34,34,35693292,23,23
2025-12-21,OUT04,Retail,5,5-Booking / PO,50,48,45349073,0,22
2025-12-21,OUT05,Retail,1,1-Enquiry,32,34,31641525,26,26
2025-12-21,OUT05,Retail,2,2-Test Drive / Demo,28,29,27588215,15,15
2025-12-21,OUT05,Retail,3,3-Quotation,35,35,30671472,26,27
2025-12-21,OUT05,Retail,4,4-Negotiation,39,40,39619944,21,21
2025-12-21,OUT05,Retail,5,5-Booking / PO,28,29,28392833,0,15
2025-12-21,OUT06,Retail,1,1-Enquiry,41,42,40050863,26,26
2025-12-21,OUT06,Retail,2,2-Test Drive / Demo,21,21,20121172,16,16
2025-12-21,OUT06,Retail,3,3-Quotation,36,37,34370016,21,21
2025-12-21,OUT06,Retail,4,4-Negotiation,24,23,24565813,13,15
2025-12-21,OUT06,Retail,5,5-Booking / PO,19,19,18220698,0,7
2025-12-21,OUT07,Retail,1,1-Enquiry,43,43,42848048,29,29
2025-12-21,OUT07,Retail,2,2-Test Drive / Demo,36,35,33935095,27,27
2025-12-21,OUT07,Retail,3,3-Quotation,25,25,26642940,14,14
2025-12-21,OUT07,Retail,4,4-Negotiation,26,27,28130445,15,15
2025-12-21,OUT07,Retail,5,5-Booking / PO,28,27,30360114,0,14
2025-12-21,OUT08,Corporate & Fleet,1,1-Enquiry,55,281,287578307,17,16
2025-12-21,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,77,526,561096920,17,16
2025-12-21,OUT08,Corporate & Fleet,3,3-Quotation,49,357,425470952,12,13
2025-12-21,OUT08,Corporate & Fleet,4,4-Negotiation,57,338,391034340,11,12
2025-12-21,OUT08,Corporate & Fleet,5,5-Booking / PO,49,298,329821985,0,29
2025-12-22,OUT01,Retail,1,1-Enquiry,53,53,49194479,37,38
2025-12-22,OUT01,Retail,2,2-Test Drive / Demo,53,51,55212359,32,33
2025-12-22,OUT01,Retail,3,3-Quotation,45,45,44678998,31,32
2025-12-22,OUT01,Retail,4,4-Negotiation,42,42,35868068,17,17
2025-12-22,OUT01,Retail,5,5-Booking / PO,42,42,41876387,0,17
2025-12-22,OUT02,Retail,1,1-Enquiry,64,66,61993284,38,40
2025-12-22,OUT02,Retail,2,2-Test Drive / Demo,44,44,40103111,28,28
2025-12-22,OUT02,Retail,3,3-Quotation,38,38,36873021,26,27
2025-12-22,OUT02,Retail,4,4-Negotiation,34,34,35066433,23,24
2025-12-22,OUT02,Retail,5,5-Booking / PO,49,49,49739752,0,25
2025-12-22,OUT03,Retail,1,1-Enquiry,47,49,44277384,31,32
2025-12-22,OUT03,Retail,2,2-Test Drive / Demo,55,56,52573769,36,36
2025-12-22,OUT03,Retail,3,3-Quotation,37,37,35700678,21,21
2025-12-22,OUT03,Retail,4,4-Negotiation,46,47,47779058,27,29
2025-12-22,OUT03,Retail,5,5-Booking / PO,47,48,46602400,0,21
2025-12-22,OUT04,Retail,1,1-Enquiry,49,52,48200673,34,34
2025-12-22,OUT04,Retail,2,2-Test Drive / Demo,52,56,53055190,33,33
2025-12-22,OUT04,Retail,3,3-Quotation,39,39,35771872,27,27
2025-12-22,OUT04,Retail,4,4-Negotiation,36,36,37525828,23,24
2025-12-22,OUT04,Retail,5,5-Booking / PO,50,48,45947477,0,22
2025-12-22,OUT05,Retail,1,1-Enquiry,33,34,33239791,26,26
2025-12-22,OUT05,Retail,2,2-Test Drive / Demo,28,29,26737005,15,15
2025-12-22,OUT05,Retail,3,3-Quotation,36,36,31390836,26,27
2025-12-22,OUT05,Retail,4,4-Negotiation,35,36,36340189,21,21
2025-12-22,OUT05,Retail,5,5-Booking / PO,26,27,26095985,0,14
2025-12-22,OUT06,Retail,1,1-Enquiry,37,38,37100897,26,26
2025-12-22,OUT06,Retail,2,2-Test Drive / Demo,24,24,21776092,16,16
2025-12-22,OUT06,Retail,3,3-Quotation,31,32,31264454,21,21
2025-12-22,OUT06,Retail,4,4-Negotiation,27,26,26564444,13,15
2025-12-22,OUT06,Retail,5,5-Booking / PO,19,19,18220698,0,8
2025-12-22,OUT07,Retail,1,1-Enquiry,39,39,37377426,29,29
2025-12-22,OUT07,Retail,2,2-Test Drive / Demo,39,38,39136182,27,27
2025-12-22,OUT07,Retail,3,3-Quotation,23,23,25121599,14,14
2025-12-22,OUT07,Retail,4,4-Negotiation,29,30,30852019,15,15
2025-12-22,OUT07,Retail,5,5-Booking / PO,29,28,31063916,0,15
2025-12-22,OUT08,Corporate & Fleet,1,1-Enquiry,60,307,310311212,17,16
2025-12-22,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,77,522,559793206,17,16
2025-12-22,OUT08,Corporate & Fleet,3,3-Quotation,52,376,444588777,12,13
2025-12-22,OUT08,Corporate & Fleet,4,4-Negotiation,57,333,385101111,11,12
2025-12-22,OUT08,Corporate & Fleet,5,5-Booking / PO,49,296,331392650,0,29
2025-12-23,OUT01,Retail,1,1-Enquiry,51,52,47474556,37,38
2025-12-23,OUT01,Retail,2,2-Test Drive / Demo,52,50,54954140,32,33
2025-12-23,OUT01,Retail,3,3-Quotation,50,50,49423952,31,32
2025-12-23,OUT01,Retail,4,4-Negotiation,37,37,32333088,17,17
2025-12-23,OUT01,Retail,5,5-Booking / PO,45,45,43272696,0,18
2025-12-23,OUT02,Retail,1,1-Enquiry,61,62,58196987,39,40
2025-12-23,OUT02,Retail,2,2-Test Drive / Demo,42,43,40074930,28,28
2025-12-23,OUT02,Retail,3,3-Quotation,42,42,40967016,26,27
2025-12-23,OUT02,Retail,4,4-Negotiation,36,36,36613917,23,24
2025-12-23,OUT02,Retail,5,5-Booking / PO,47,47,46973155,0,24
2025-12-23,OUT03,Retail,1,1-Enquiry,48,51,45731251,31,32
2025-12-23,OUT03,Retail,2,2-Test Drive / Demo,52,53,50619105,36,36
2025-12-23,OUT03,Retail,3,3-Quotation,37,37,34736671,21,21
2025-12-23,OUT03,Retail,4,4-Negotiation,49,50,50377723,27,29
2025-12-23,OUT03,Retail,5,5-Booking / PO,42,42,42272684,0,19
2025-12-23,OUT04,Retail,1,1-Enquiry,45,48,41877447,34,34
2025-12-23,OUT04,Retail,2,2-Test Drive / Demo,55,59,57030918,33,33
2025-12-23,OUT04,Retail,3,3-Quotation,40,40,37650400,27,27
2025-12-23,OUT04,Retail,4,4-Negotiation,36,36,36913090,23,24
2025-12-23,OUT04,Retail,5,5-Booking / PO,47,45,41946907,0,20
2025-12-23,OUT05,Retail,1,1-Enquiry,38,39,38297806,26,26
2025-12-23,OUT05,Retail,2,2-Test Drive / Demo,26,27,24337840,15,15
2025-12-23,OUT05,Retail,3,3-Quotation,36,36,33639584,26,27
2025-12-23,OUT05,Retail,4,4-Negotiation,32,33,31913780,21,21
2025-12-23,OUT05,Retail,5,5-Booking / PO,29,30,28709230,0,15
2025-12-23,OUT06,Retail,1,1-Enquiry,39,40,38339110,26,26
2025-12-23,OUT06,Retail,2,2-Test Drive / Demo,23,23,20405086,16,16
2025-12-23,OUT06,Retail,3,3-Quotation,31,32,31849975,21,21
2025-12-23,OUT06,Retail,4,4-Negotiation,27,26,26138573,13,14
2025-12-23,OUT06,Retail,5,5-Booking / PO,19,19,18170622,0,8
2025-12-23,OUT07,Retail,1,1-Enquiry,42,41,40104285,29,29
2025-12-23,OUT07,Retail,2,2-Test Drive / Demo,38,37,36505180,27,27
2025-12-23,OUT07,Retail,3,3-Quotation,24,24,27113669,14,14
2025-12-23,OUT07,Retail,4,4-Negotiation,26,27,28338654,15,15
2025-12-23,OUT07,Retail,5,5-Booking / PO,30,29,31628005,0,17
2025-12-23,OUT08,Corporate & Fleet,1,1-Enquiry,63,334,337532636,17,16
2025-12-23,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,75,510,547073840,17,16
2025-12-23,OUT08,Corporate & Fleet,3,3-Quotation,56,403,475058595,12,13
2025-12-23,OUT08,Corporate & Fleet,4,4-Negotiation,56,325,373181230,11,12
2025-12-23,OUT08,Corporate & Fleet,5,5-Booking / PO,51,306,344967350,0,29
2025-12-24,OUT01,Retail,1,1-Enquiry,55,55,50391065,37,38
2025-12-24,OUT01,Retail,2,2-Test Drive / Demo,49,47,49903893,32,33
2025-12-24,OUT01,Retail,3,3-Quotation,52,52,52173657,31,32
2025-12-24,OUT01,Retail,4,4-Negotiation,37,37,32312846,17,17
2025-12-24,OUT01,Retail,5,5-Booking / PO,46,46,43996789,0,18
2025-12-24,OUT02,Retail,1,1-Enquiry,65,66,63320820,39,40
2025-12-24,OUT02,Retail,2,2-Test Drive / Demo,41,42,37912591,28,28
2025-12-24,OUT02,Retail,3,3-Quotation,42,42,39331732,26,27
2025-12-24,OUT02,Retail,4,4-Negotiation,35,35,35942106,23,24
2025-12-24,OUT02,Retail,5,5-Booking / PO,49,49,49683065,0,27
2025-12-24,OUT03,Retail,1,1-Enquiry,53,56,50433368,31,33
2025-12-24,OUT03,Retail,2,2-Test Drive / Demo,52,53,50161879,36,36
2025-12-24,OUT03,Retail,3,3-Quotation,37,37,34816298,21,21
2025-12-24,OUT03,Retail,4,4-Negotiation,50,51,51145856,27,29
2025-12-24,OUT03,Retail,5,5-Booking / PO,41,41,41622616,0,19
2025-12-24,OUT04,Retail,1,1-Enquiry,47,51,46374952,34,34
2025-12-24,OUT04,Retail,2,2-Test Drive / Demo,50,53,50416205,33,33
2025-12-24,OUT04,Retail,3,3-Quotation,46,47,44454848,27,27
2025-12-24,OUT04,Retail,4,4-Negotiation,36,36,36811662,23,24
2025-12-24,OUT04,Retail,5,5-Booking / PO,42,40,38269629,0,16
2025-12-24,OUT05,Retail,1,1-Enquiry,39,40,39789590,26,26
2025-12-24,OUT05,Retail,2,2-Test Drive / Demo,26,27,24278290,15,15
2025-12-24,OUT05,Retail,3,3-Quotation,37,37,34102073,26,27
2025-12-24,OUT05,Retail,4,4-Negotiation,31,32,30410516,21,22
2025-12-24,OUT05,Retail,5,5-Booking / PO,31,32,31409407,0,15
2025-12-24,OUT06,Retail,1,1-Enquiry,39,40,38018092,26,26
2025-12-24,OUT06,Retail,2,2-Test Drive / Demo,24,24,21883909,16,16
2025-12-24,OUT06,Retail,3,3-Quotation,30,31,31508453,21,21
2025-12-24,OUT06,Retail,4,4-Negotiation,26,25,25165719,13,14
2025-12-24,OUT06,Retail,5,5-Booking / PO,21,21,19617415,0,10
2025-12-24,OUT07,Retail,1,1-Enquiry,43,40,40259265,29,29
2025-12-24,OUT07,Retail,2,2-Test Drive / Demo,38,37,35418235,27,27
2025-12-24,OUT07,Retail,3,3-Quotation,23,23,26181502,14,14
2025-12-24,OUT07,Retail,4,4-Negotiation,28,29,30063657,15,15
2025-12-24,OUT07,Retail,5,5-Booking / PO,30,29,31628005,0,20
2025-12-24,OUT08,Corporate & Fleet,1,1-Enquiry,61,355,357222939,17,16
2025-12-24,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,80,517,560160335,17,16
2025-12-24,OUT08,Corporate & Fleet,3,3-Quotation,55,424,494117914,12,13
2025-12-24,OUT08,Corporate & Fleet,4,4-Negotiation,53,311,363662074,11,13
2025-12-24,OUT08,Corporate & Fleet,5,5-Booking / PO,52,301,338198569,0,27
2025-12-25,OUT01,Retail,1,1-Enquiry,56,56,51953628,37,38
2025-12-25,OUT01,Retail,2,2-Test Drive / Demo,47,45,45770156,32,33
2025-12-25,OUT01,Retail,3,3-Quotation,47,47,47902454,31,32
2025-12-25,OUT01,Retail,4,4-Negotiation,41,40,37274492,17,17
2025-12-25,OUT01,Retail,5,5-Booking / PO,46,47,44893127,0,18
2025-12-25,OUT02,Retail,1,1-Enquiry,62,63,62227596,39,40
2025-12-25,OUT02,Retail,2,2-Test Drive / Demo,46,46,42360619,28,28
2025-12-25,OUT02,Retail,3,3-Quotation,45,46,42584497,26,27
2025-12-25,OUT02,Retail,4,4-Negotiation,31,31,29763553,23,24
2025-12-25,OUT02,Retail,5,5-Booking / PO,51,51,54080797,0,27
2025-12-25,OUT03,Retail,1,1-Enquiry,50,52,47335947,31,33
2025-12-25,OUT03,Retail,2,2-Test Drive / Demo,52,53,50188853,36,36
2025-12-25,OUT03,Retail,3,3-Quotation,39,39,36433417,21,21
2025-12-25,OUT03,Retail,4,4-Negotiation,51,52,52043899,27,29
2025-12-25,OUT03,Retail,5,5-Booking / PO,40,40,39965933,0,20
2025-12-25,OUT04,Retail,1,1-Enquiry,52,56,50829669,34,34
2025-12-25,OUT04,Retail,2,2-Test Drive / Demo,48,51,47514736,33,33
2025-12-25,OUT04,Retail,3,3-Quotation,47,48,46493853,27,27
2025-12-25,OUT04,Retail,4,4-Negotiation,35,35,35307653,23,25
2025-12-25,OUT04,Retail,5,5-Booking / PO,42,40,37733095,0,18
2025-12-25,OUT05,Retail,1,1-Enquiry,39,40,39046693,26,26
2025-12-25,OUT05,Retail,2,2-Test Drive / Demo,27,28,26817150,15,15
2025-12-25,OUT05,Retail,3,3-Quotation,40,40,36428733,26,27
2025-12-25,OUT05,Retail,4,4-Negotiation,29,30,27876589,21,21
2025-12-25,OUT05,Retail,5,5-Booking / PO,33,34,33943334,0,16
2025-12-25,OUT06,Retail,1,1-Enquiry,38,39,37332296,26,26
2025-12-25,OUT06,Retail,2,2-Test Drive / Demo,26,26,24058980,16,16
